Level,Name,Parts,Wraps,West,South,East,North,AreaKm2,Part1Area,Part1West,Part1South,Part1East,Part1North,Part2Area,Part2West,Part2South,Part2East,Part2North,Part3Area,Part3West,Part3South,Part3East,Part3North,Part4Area,Part4West,Part4South,Part4East,Part4North,Part5Area,Part5West,Part5South,Part5East,Part5North
SOVEREIGNT,Eritrea,3,false,36.423,12.36,43.124,18.005,122538.0,121764.0,36.423,12.36,43.124,18.005,677.157,39.923,15.572,40.415,15.894,96.5293,39.99,15.981,40.119,16.108,,,,,,,,,,
SOVEREIGNT,Estonia,8,false,21.832,57.515,28.187,59.671,45819.0,41623.8,23.408,57.515,28.187,59.671,2769.86,21.832,57.914,23.334,58.635,1073.18,22.044,58.686,23.041,59.09,201.243,23.059,58.532,23.401,58.682,103.27,23.114,58.968,23.394,59.046
SOVEREIGNT,Ethiopia,1,false,32.989,3.403,47.98,14.88,1.12737e6,1.12737e6,32.989,3.403,47.98,14.88,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Federated States of Micronesia,20,false,138.063,0.918,163.047,9.776,633.849,340.645,158.125,6.788,158.339,6.979,113.687,162.912,5.269,163.047,5.38,92.7741,138.063,9.412,138.22,9.589,30.8876,151.568,7.327,151.651,7.392,18.5636,151.855,7.424,151.918,7.466
SOVEREIGNT,Fiji,44,true,174.588,-21.712,-178.216,-12.475,18930.1,10893.3,177.251,-18.274,178.712,-17.3,5731.66,178.479,-17.008,180.0,-16.149,489.802,177.951,-19.158,178.499,-18.924,324.09,-180.0,-16.965,-179.815,-16.677,147.05,179.232,-18.119,179.363,-17.934
SOVEREIGNT,Finland,58,false,19.513,59.811,31.57,70.076,334002.0,331390.0,20.623,59.811,31.57,70.076,587.757,19.646,60.047,20.278,60.406,457.3,22.415,59.984,22.957,60.297,151.279,24.562,64.95,25.062,65.095,122.897,21.078,63.15,21.429,63.288
SOVEREIGNT,France,145,true,163.615,-49.722,77.586,51.088,666694.0,538721.0,-4.785,42.325,8.201,51.088,83183.7,-54.616,2.11,-51.649,5.745,16544.2,163.986,-22.396,167.035,-20.083,8665.58,8.545,41.365,9.56,43.018,6587.01,68.748,-49.722,70.569,-48.654
SOVEREIGNT,Gabon,3,false,8.695,-3.937,14.499,2.323,259968.0,259843.0,8.695,-3.937,14.499,2.323,125.585,8.949,-0.763,9.042,-0.592,0.129128,9.376,0.806,9.385,0.81,,,,,,,,,,
SOVEREIGNT,Gambia,1,false,-16.83,13.065,-13.818,13.82,10501.1,10501.1,-16.83,13.065,-13.818,13.82,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Georgia,1,false,39.985,41.044,46.695,43.576,69570.9,69570.9,39.985,41.044,46.695,43.576,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Germany,22,false,5.852,47.271,15.023,55.066,357674.0,355707.0,5.852,47.271,15.023,54.906,952.506,13.115,54.228,13.767,54.689,374.567,13.752,53.844,14.211,54.179,164.734,11.005,54.412,11.315,54.536,103.975,8.277,54.742,8.655,55.066
SOVEREIGNT,Ghana,1,false,-3.263,4.737,1.188,11.163,238669.0,238669.0,-3.263,4.737,1.188,11.163,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Greece,74,false,19.626,34.815,28.24,41.751,131353.0,106704.0,19.999,36.39,26.637,41.751,8285.89,23.518,34.931,26.322,35.687,3660.54,22.832,37.96,24.595,39.043,1637.59,25.834,38.967,26.613,39.384,1429.17,27.684,35.89,28.24,36.457
SOVEREIGNT,Grenada,2,false,-61.791,12.002,-61.421,12.53,347.259,313.136,-61.791,12.002,-61.602,12.24,34.1231,-61.497,12.44,-61.421,12.53,,,,,,,,,,,,,,,
SOVEREIGNT,Guatemala,1,false,-92.247,13.731,-88.22,17.817,108811.0,108811.0,-92.247,13.731,-88.22,17.817,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Guinea,1,false,-15.082,7.19,-7.662,12.674,244302.0,244302.0,-15.082,7.19,-7.662,12.674,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Guinea-Bissau,13,false,-16.729,10.927,-13.66,12.68,32829.1,31356.2,-16.729,10.927,-13.66,12.68,257.577,-16.249,11.028,-16.048,11.209,234.314,-16.084,11.419,-15.898,11.607,195.604,-16.166,11.755,-15.985,11.901,118.971,-16.427,11.48,-16.241,11.584
SOVEREIGNT,Guyana,2,false,-61.397,1.185,-56.481,8.559,211214.0,211150.0,-61.397,1.185,-56.481,8.559,63.4153,-58.464,6.883,-58.333,6.974,,,,,,,,,,,,,,,
SOVEREIGNT,Haiti,5,false,-74.49,18.025,-71.639,20.09,26891.6,25937.9,-74.49,18.025,-71.639,19.946,683.866,-73.3,18.696,-72.805,18.972,183.149,-72.961,19.984,-72.627,20.09,46.9812,-73.708,18.057,-73.577,18.109,39.7172,-73.797,18.588,-73.714,18.64
SOVEREIGNT,Honduras,7,false,-89.364,12.979,-83.13,17.419,112236.0,111907.0,-89.364,12.979,-83.13,16.034,149.752,-86.607,16.269,-86.181,16.433,61.0256,-85.951,16.403,-85.816,16.518,48.6486,-87.66,13.304,-87.57,13.374,44.8899,-86.998,16.066,-86.872,16.128
SOVEREIGNT,Hungary,1,false,16.094,45.741,22.878,48.57,93200.7,93200.7,16.094,45.741,22.878,48.57,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Iceland,5,false,-24.54,63.396,-13.502,66.565,102390.0,102362.0,-24.54,63.396,-13.502,66.537,9.55926,-20.306,63.402,-20.252,63.452,7.69093,-17.824,63.68,-17.743,63.72,7.11048,-18.415,65.978,-18.356,66.028,3.90562,-18.02,66.533,-17.976,66.565
SOVEREIGNT,India,35,false,68.143,6.745,97.363,35.496,3.15074e6,3.14312e6,68.143,8.075,97.363,35.496,4259.86,92.524,11.494,93.081,13.579,969.69,93.649,6.745,93.93,7.242,725.116,92.375,10.507,92.599,10.896,221.28,88.042,21.625,88.168,21.87
SOVEREIGNT,Indonesia,264,false,95.012,-10.923,140.978,5.911,1.87983e6,529906.0,108.855,-4.185,119.012,4.397,427977.0,95.197,-5.931,106.08,5.655,381927.0,130.948,-9.107,140.978,-0.347,170046.0,118.757,-5.704,125.25,1.745,126179.0,105.216,-8.778,114.626,-5.881
SOVEREIGNT,Iran,12,false,44.014,25.059,63.32,39.772,1.62251e6,1.62068e6,44.014,25.059,63.32,39.772,1460.62,55.273,26.543,56.288,27.003,93.5975,53.902,26.488,54.053,26.566,83.1943,53.149,26.79,53.383,26.857,42.2584,56.322,26.827,56.41,26.894
SOVEREIGNT,Iraq,1,false,38.774,29.063,48.56,37.376,437367.0,437367.0,38.774,29.063,48.56,37.376,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Ireland,7,false,-10.479,51.445,-5.993,55.387,69445.2,69177.2,-10.479,51.445,-5.993,55.387,154.14,-10.266,53.88,-9.922,54.023,29.5228,-9.812,53.09,-9.64,53.147,24.2115,-10.43,51.882,-10.297,51.932,23.0014,-9.721,53.226,-9.638,53.283
SOVEREIGNT,Israel,1,false,34.2,29.489,35.889,33.407,28175.8,28175.8,34.2,29.489,35.889,33.407,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Italy,29,false,6.602,35.489,18.518,47.086,301184.0,250834.0,6.602,37.919,18.518,47.086,25628.3,12.427,36.654,15.652,38.303,23860.7,8.133,38.864,9.827,41.263,232.567,10.101,42.708,10.444,42.874,114.637,8.346,38.96,8.484,39.119
SOVEREIGNT,Ivory Coast,2,false,-8.619,4.344,-2.506,10.727,320677.0,320613.0,-8.619,4.344,-2.506,10.727,64.7141,-3.277,5.091,-3.115,5.164,,,,,,,,,,,,,,,
SOVEREIGNT,Jamaica,1,false,-78.375,17.703,-76.187,18.526,11032.9,11032.9,-78.375,17.703,-76.187,18.526,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Japan,109,false,122.938,24.212,153.986,45.521,373507.0,229140.0,130.861,33.433,142.071,41.547,78318.3,139.767,41.401,145.825,45.521,36951.0,129.552,31.003,132.085,33.967,18504.2,132.01,32.711,134.752,34.392,1296.19,127.635,26.084,128.338,26.887
SOVEREIGNT,Jordan,1,false,34.949,29.189,39.292,33.372,88862.7,88862.7,34.949,29.189,39.292,33.372,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Kashmir,1,false,76.777,35.11,77.801,35.648,2088.06,2088.06,76.777,35.11,77.801,35.648,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Kazakhstan,6,false,46.478,40.584,87.324,55.435,2.72077e6,2.72036e6,46.478,40.584,87.324,55.435,111.855,52.552,45.396,52.703,45.528,88.0754,49.719,46.21,49.842,46.358,84.6226,49.986,44.817,50.19,45.08,71.9888,50.256,44.955,50.354,45.087
SOVEREIGNT,Kenya,2,false,33.89,-4.678,41.886,5.031,585702.0,585530.0,33.89,-4.678,41.886,5.031,172.239,40.957,-2.198,41.163,-2.036,,,,,,,,,,,,,,,
SOVEREIGNT,Kiribati,35,true,169.522,-11.462,-151.78,4.724,949.863,436.467,-157.582,1.709,-157.174,2.035,92.745,-159.411,3.784,-159.249,3.934,30.9804,-155.019,-4.095,-154.94,-4.031,28.2579,175.008,-1.553,175.069,-1.428,25.2279,174.716,-1.265,174.779,-1.134
SOVEREIGNT,Kosovo,1,false,20.024,41.844,21.773,43.264,10913.1,10913.1,20.024,41.844,21.773,43.264,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Kuwait,4,false,46.532,28.533,48.433,30.099,17473.5,16682.7,46.532,28.533,48.433,30.099,703.898,48.046,29.599,48.36,29.996,57.9913,48.269,29.387,48.4,29.474,28.9703,48.009,29.969,48.11,30.03,,,,,
SOVEREIGNT,Kyrgyzstan,1,false,69.226,39.189,80.258,43.262,198990.0,198990.0,69.226,39.189,80.258,43.262,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Laos,1,false,100.097,13.915,107.665,22.497,228114.0,228114.0,100.097,13.915,107.665,22.497,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Latvia,1,false,20.968,55.666,28.218,58.076,64576.3,64576.3,20.968,55.666,28.218,58.076,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Lebanon,1,false,35.099,33.055,36.605,34.688,10004.1,10004.1,35.099,33.055,36.605,34.688,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Lesotho,1,false,27.002,-30.659,29.436,-28.57,30106.4,30106.4,27.002,-30.659,29.436,-28.57,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Liberia,1,false,-11.477,4.347,-7.384,8.566,95298.2,95298.2,-11.477,4.347,-7.384,8.566,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Libya,1,false,9.286,19.496,25.157,33.182,1.62376e6,1.62376e6,9.286,19.496,25.157,33.182,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Liechtenstein,1,false,9.475,47.052,9.616,47.263,137.25,137.25,9.475,47.052,9.616,47.263,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Lithuania,2,false,20.924,53.886,26.801,56.443,64938.8,64805.7,21.044,53.886,26.801,56.443,133.124,20.924,55.273,21.134,55.723,,,,,,,,,,,,,,,
SOVEREIGNT,Luxembourg,1,false,5.714,49.441,6.503,50.175,2608.48,2608.48,5.714,49.441,6.503,50.175,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Madagascar,3,false,43.222,-25.599,50.504,-11.943,592981.0,592482.0,43.222,-25.599,50.504,-11.943,288.708,48.188,-13.416,48.367,-13.195,211.01,49.817,-17.095,50.025,-16.69,,,,,,,,,,
SOVEREIGNT,Malawi,3,false,32.663,-17.136,35.905,-9.381,119398.0,119198.0,32.663,-17.136,35.905,-9.381,119.242,34.655,-12.125,34.763,-12.0,80.232,34.541,-12.073,34.642,-11.97,,,,,,,,,,
SOVEREIGNT,Malaysia,17,false,99.645,0.851,119.279,7.356,327885.0,194965.0,109.528,0.851,119.279,7.027,130471.0,100.127,1.27,104.295,6.708,428.885,117.056,7.102,117.284,7.356,369.693,99.645,6.261,99.917,6.471,347.856,111.299,2.359,111.414,2.785
SOVEREIGNT,Maldives,176,false,72.684,-0.689,73.754,7.108,108.742,34.9308,73.431,4.162,73.553,4.244,6.92209,73.131,6.725,73.167,6.788,6.4355,73.091,-0.642,73.119,-0.579,3.71963,73.353,2.384,73.368,2.438,3.18045,73.201,6.884,73.215,6.919
SOVEREIGNT,Mali,1,false,-12.265,10.14,4.236,24.996,1.25272e6,1.25272e6,-12.265,10.14,4.236,24.996,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Malta,2,false,14.183,35.801,14.568,36.076,325.684,261.289,14.322,35.801,14.568,35.994,64.3952,14.183,36.013,14.335,36.076,,,,,,,,,,,,,,,
SOVEREIGNT,Marshall Islands,22,false,165.282,4.573,172.03,14.611,164.814,40.608,171.035,7.067,171.394,7.171,32.0341,169.59,5.798,169.735,6.014,23.6241,171.577,6.972,171.757,7.048,16.8805,168.675,7.292,168.831,7.336,10.6426,166.835,11.144,166.905,11.173
SOVEREIGNT,Mauritania,5,false,-17.082,14.734,-4.821,27.286,1.03639e6,1.03617e6,-17.082,14.734,-4.821,27.286,172.332,-16.464,19.601,-16.336,19.869,25.1187,-16.398,19.599,-16.301,19.731,12.0891,-16.497,19.677,-16.468,19.732,10.5357,-16.475,20.571,-16.446,20.615
SOVEREIGNT,Mauritius,3,false,56.524,-20.518,63.494,-10.323,2014.43,1901.15,57.303,-20.518,57.796,-19.979,99.261,63.332,-19.768,63.494,-19.669,14.0222,56.524,-10.407,56.57,-10.323,,,,,,,,,,
SOVEREIGNT,Mexico,51,false,-118.369,14.546,-86.7,32.713,1.95785e6,1.95216e6,-117.126,14.546,-86.741,32.713,1212.37,-112.584,28.746,-112.195,29.247,934.793,-113.594,28.984,-113.102,29.55,478.987,-87.023,20.26,-86.735,20.596,373.031,-115.359,28.027,-115.155,28.379
SOVEREIGNT,Moldova,1,false,26.617,45.461,30.132,48.487,33206.6,33206.6,26.617,45.461,30.132,48.487,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Monaco,1,false,7.365,43.717,7.438,43.764,18.8396,18.8396,7.365,43.717,7.438,43.764,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Mongolia,1,false,87.735,41.586,119.908,52.13,1.56466e6,1.56466e6,87.735,41.586,119.908,52.13,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Montenegro,1,false,18.433,41.852,20.356,43.548,13727.5,13727.5,18.433,41.852,20.356,43.548,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Morocco,1,false,-17.014,21.419,-1.031,35.927,591743.0,591743.0,-17.014,21.419,-1.031,35.927,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Mozambique,4,false,30.213,-26.861,40.848,-10.469,788447.0,788151.0,30.213,-26.861,40.848,-10.469,146.692,39.817,-16.417,39.947,-16.275,106.771,35.426,-21.783,35.497,-21.529,42.2438,32.895,-26.058,32.983,-25.969,,,,,
SOVEREIGNT,Myanmar,39,false,92.174,9.79,101.174,28.539,663159.0,658368.0,92.174,9.987,101.174,28.539,573.578,93.641,19.276,93.974,19.561,458.439,93.484,18.673,93.76,18.911,446.502,98.302,12.325,98.471,12.688,442.545,94.382,15.839,94.668,16.246
SOVEREIGNT,Namibia,1,false,11.717,-28.96,25.26,-16.951,822713.0,822713.0,11.717,-28.96,25.26,-16.951,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Nauru,1,false,166.906,-0.552,166.959,-0.49,28.7669,28.7669,166.906,-0.552,166.959,-0.49,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Nepal,1,false,80.03,26.343,88.17,30.417,147106.0,147106.0,80.03,26.343,88.17,30.417,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Netherlands,15,false,-70.063,12.022,7.199,53.559,38053.4,35679.9,3.447,50.747,7.199,53.461,824.651,3.349,51.205,4.222,51.417,463.243,-69.172,12.041,-68.739,12.392,269.13,-68.418,12.022,-68.19,12.311,220.36,3.686,51.623,4.1,51.749
SOVEREIGNT,New Zealand,40,true,165.886,-52.601,-157.312,-8.543,268910.0,150335.0,166.466,-46.682,174.327,-40.502,113968.0,172.674,-41.621,178.567,-34.397,1618.94,167.515,-47.278,168.261,-46.683,746.719,-176.855,-44.124,-176.169,-43.703,438.885,165.886,-50.861,166.303,-50.522
SOVEREIGNT,Nicaragua,5,false,-87.686,10.713,-82.725,15.031,128685.0,128624.0,-87.686,10.713,-83.13,15.031,35.2425,-82.809,14.361,-82.725,14.423,14.8976,-83.737,11.87,-83.705,11.988,9.31065,-83.056,12.143,-83.021,12.191,1.19353,-83.687,10.925,-83.665,10.939
SOVEREIGNT,Niger,1,false,0.152,11.695,15.971,23.518,1.1813e6,1.1813e6,0.152,11.695,15.971,23.518,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Nigeria,3,false,2.671,4.272,14.67,13.881,907498.0,907203.0,2.671,4.272,14.67,13.881,185.67,7.138,4.382,7.333,4.533,109.896,7.336,4.434,7.585,4.499,,,,,,,,,,
SOVEREIGNT,North Korea,10,false,124.211,37.675,130.7,43.011,122379.0,122220.0,124.321,37.675,130.7,43.011,52.231,124.818,39.495,124.934,39.615,33.1329,124.79,38.494,124.904,38.556,23.7362,125.22,37.696,125.338,37.769,19.524,124.595,39.536,124.699,39.571
SOVEREIGNT,North Macedonia,1,false,20.444,40.849,23.01,42.371,25385.2,25385.2,20.444,40.849,23.01,42.371,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Northern Cyprus,2,false,32.601,35.002,34.593,35.692,3319.43,3313.69,32.71,35.002,34.593,35.692,5.74342,32.601,35.163,32.641,35.188,,,,,,,,,,,,,,,
SOVEREIGNT,Norway,120,false,-9.118,-54.463,33.641,80.771,382074.0,302210.0,4.926,57.993,31.077,71.128,38664.9,10.676,76.566,21.552,80.068,14541.0,17.782,79.188,27.24,80.518,5413.34,20.831,77.237,24.425,78.257,2133.17,14.986,68.253,16.577,68.971
SOVEREIGNT,Oman,6,false,51.978,16.642,59.845,26.386,311213.0,308808.0,51.978,16.642,59.845,24.979,1579.32,56.077,25.613,56.512,26.386,655.736,58.635,20.17,58.954,20.698,98.1838,56.206,25.211,56.35,25.332,60.8028,55.964,17.49,56.096,17.56
SOVEREIGNT,Pakistan,2,false,60.844,23.694,77.049,37.055,872939.0,872903.0,60.844,23.694,77.049,37.055,36.0725,67.375,24.007,67.486,24.063,,,,,,,,,,,,,,,
SOVEREIGNT,Palau,9,false,131.131,2.949,134.728,8.097,491.931,351.024,134.482,7.355,134.664,7.735,36.2985,134.347,7.219,134.464,7.317,22.242,134.23,6.984,134.286,7.075,22.0845,134.447,7.308,134.528,7.363,19.1608,131.131,3.018,131.193,3.061
SOVEREIGNT,Panama,15,false,-83.054,7.205,-77.163,9.63,74530.3,73379.7,-83.054,7.205,-77.163,9.63,490.227,-81.883,7.321,-81.588,7.645,253.668,-78.975,8.219,-78.834,8.475,76.3345,-81.252,7.49,-81.033,7.582,60.9529,-82.431,8.212,-82.314,8.294
SOVEREIGNT,Papua New Guinea,58,false,140.849,-11.637,155.968,-1.346,465147.0,400121.0,140.849,-10.702,150.875,-2.589,35831.5,148.324,-6.322,152.418,-4.142,8712.59,154.698,-6.877,155.968,-5.426,6929.51,150.738,-4.849,153.138,-2.555,1844.14,146.52,-2.229,147.445,-1.947
SOVEREIGNT,Paraguay,1,false,-62.651,-27.587,-54.245,-19.286,399901.0,399901.0,-62.651,-27.587,-54.245,-19.286,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Peru,5,false,-81.338,-18.338,-68.684,-0.029,1.28987e6,1.28981e6,-81.338,-18.338,-68.684,-0.029,22.8883,-80.876,-6.477,-80.839,-6.374,18.0952,-77.254,-12.116,-77.181,-12.058,9.34685,-76.471,-13.857,-76.436,-13.822,9.31803,-76.221,-14.296,-76.175,-14.259
SOVEREIGNT,Philippines,97,false,116.954,4.655,126.618,21.123,293291.0,105515.0,119.755,12.535,124.189,18.646,94157.0,121.897,5.572,126.618,9.823,12890.7,122.395,9.035,123.576,10.997,12570.0,124.273,11.022,125.78,12.592,11581.9,121.853,10.43,123.175,11.934
SOVEREIGNT,Poland,1,false,14.123,48.994,24.144,54.839,313428.0,313428.0,14.123,48.994,24.144,54.839,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Portugal,17,false,-31.285,30.029,-6.205,42.154,91390.2,87951.4,-9.498,36.986,-6.205,42.154,822.661,-25.86,37.706,-25.132,37.912,752.971,-17.253,32.641,-16.672,32.875,469.103,-28.549,38.377,-28.04,38.558,453.991,-27.392,38.631,-27.02,38.804
SOVEREIGNT,Qatar,1,false,50.75,24.559,51.617,26.161,11150.1,11150.1,50.75,24.559,51.617,26.161,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Republic of Serbia,1,false,18.844,42.234,22.985,46.174,77628.7,77628.7,18.844,42.234,22.985,46.174,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Republic of the Congo,1,false,11.114,-5.02,18.643,3.709,344889.0,344889.0,11.114,-5.02,18.643,3.709,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Romania,1,false,20.242,43.65,29.7,48.275,236377.0,236377.0,20.242,43.65,29.7,48.275,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Russia,214,true,19.609,41.192,-168.994,81.859,1.69802e7,1.65312e7,27.328,41.192,180.0,77.738,110411.0,-180.0,64.24,-169.641,68.983,75494.2,141.639,45.9,144.757,54.427,46845.4,53.631,73.243,69.034,77.014,33096.3,51.401,70.544,57.639,73.426
SOVEREIGNT,Rwanda,1,false,28.857,-2.827,30.888,-1.058,25305.1,25305.1,28.857,-2.827,30.888,-1.058,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Saint Kitts and Nevis,2,false,-62.862,17.1,-62.536,17.416,264.122,175.53,-62.862,17.217,-62.624,17.416,88.5919,-62.627,17.1,-62.536,17.203,,,,,,,,,,,,,,,
SOVEREIGNT,Saint Lucia,1,false,-61.079,13.714,-60.882,14.112,605.133,605.133,-61.079,13.714,-60.882,14.112,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Saint Vincent and the Grenadines,5,false,-61.46,12.585,-61.123,13.381,367.728,329.506,-61.28,13.132,-61.123,13.381,20.9284,-61.278,12.974,-61.193,13.052,7.65319,-61.354,12.693,-61.314,12.734,6.83838,-61.46,12.585,-61.426,12.61,2.80259,-61.192,12.855,-61.174,12.884
SOVEREIGNT,Samoa,2,false,-172.783,-14.053,-171.437,-13.462,2780.42,1645.49,-172.783,-13.806,-172.175,-13.462,1134.93,-172.064,-14.053,-171.437,-13.805,,,,,,,,,,,,,,,
SOVEREIGNT,San Marino,1,false,12.385,43.892,12.493,43.983,60.3174,60.3174,12.385,43.892,12.493,43.983,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Saudi Arabia,11,false,34.572,16.37,55.638,32.122,1.92173e6,1.9208e6,34.572,16.37,55.638,32.122,408.743,41.755,16.583,42.189,16.897,163.245,41.834,16.76,42.002,17.014,73.8869,36.776,25.361,36.962,25.497,66.2316,36.491,25.549,36.684,25.703
SOVEREIGNT,Scarborough Reef,1,false,117.751,15.15,117.756,15.155,0.0977859,0.0977859,117.751,15.15,117.756,15.155,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Senegal,1,false,-17.537,12.305,-11.377,16.692,196225.0,196225.0,-17.537,12.305,-11.377,16.692,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Serranilla Bank,1,false,-78.641,15.862,-78.636,15.868,0.105289,0.105289,-78.641,15.862,-78.636,15.868,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Seychelles,26,false,46.207,-9.756,56.288,-3.791,435.664,163.897,55.365,-4.804,55.538,-4.56,122.564,46.207,-9.453,46.526,-9.337,41.8156,55.677,-4.359,55.788,-4.29,33.6625,46.276,-9.358,46.428,-9.326,22.3282,55.221,-4.505,55.27,-4.444
SOVEREIGNT,Sierra Leone,2,false,-13.302,6.919,-10.282,9.997,71611.6,70990.1,-13.302,6.919,-10.282,9.997,621.527,-12.952,7.389,-12.492,7.64,,,,,,,,,,,,,,,
SOVEREIGNT,Singapore,1,false,103.64,1.264,104.004,1.449,510.503,510.503,103.64,1.264,104.004,1.449,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Slovakia,1,false,16.844,47.75,22.54,49.602,48457.9,48457.9,16.844,47.75,22.54,49.602,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Slovenia,1,false,13.365,45.423,16.516,46.864,20327.0,20327.0,13.365,45.423,16.516,46.864,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Solomon Islands,48,false,155.507,-12.291,168.826,-6.599,27198.8,5346.89,159.592,-9.938,160.827,-9.247,3858.44,160.581,-9.625,161.394,-8.302,3672.84,158.445,-8.563,159.901,-7.531,3066.37,161.28,-10.845,162.393,-10.2,2863.25,156.446,-7.433,157.53,-6.599
SOVEREIGNT,Somalia,1,false,40.965,-1.697,51.418,11.99,471815.0,471815.0,40.965,-1.697,51.418,11.99,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Somaliland,1,false,42.647,7.996,48.94,11.499,167407.0,167407.0,42.647,7.996,48.94,11.499,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,South Africa,3,false,16.469,-46.966,37.978,-22.126,1.21982e6,1.2195e6,16.469,-34.822,32.894,-22.126,276.031,37.575,-46.966,37.896,-46.822,43.8529,37.861,-46.655,37.978,-46.598,,,,,,,,,,
SOVEREIGNT,South Korea,53,false,124.613,33.197,131.863,38.625,98543.9,93717.3,126.128,34.292,129.588,38.625,1867.85,126.161,33.197,126.954,33.564,394.415,128.488,34.705,128.749,35.033,338.394,126.103,34.352,126.382,34.576,304.666,127.826,34.695,128.075,34.941
SOVEREIGNT,South Sudan,1,false,24.121,3.49,35.921,12.217,626859.0,626859.0,24.121,3.49,35.921,12.217,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Southern Patagonian Ice Field,1,false,-73.589,-49.76,-73.057,-49.272,1408.88,1408.88,-73.589,-49.76,-73.057,-49.272,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Spain,23,false,-18.168,27.642,4.338,43.794,506885.0,494247.0,-9.292,36.006,3.318,43.794,3688.76,2.35,39.269,3.475,39.969,2003.94,-16.917,27.997,-16.117,28.584,1638.2,-14.508,28.05,-13.821,28.754,1558.42,-15.822,27.734,-15.363,28.18
SOVEREIGNT,Spratly Islands,12,false,114.027,9.679,115.849,11.118,11.9804,2.38175,115.812,10.72,115.834,10.736,1.84074,115.829,10.822,115.849,10.834,1.25933,114.358,10.175,114.372,10.188,1.21484,114.271,11.04,114.287,11.051,1.08026,115.009,11.107,115.022,11.118
SOVEREIGNT,Sri Lanka,5,false,79.655,5.923,81.891,9.83,66291.1,65966.2,79.696,5.923,81.891,9.83,109.4,79.698,8.973,79.917,9.104,96.5542,79.84,9.617,79.978,9.761,79.2401,81.725,7.479,81.824,7.74,39.791,79.655,9.483,79.731,9.556
SOVEREIGNT,Sudan,2,false,21.809,8.681,38.604,22.227,1.85562e6,1.85558e6,21.809,8.681,38.604,22.227,33.2824,37.243,20.749,37.284,20.856,,,,,,,,,,,,,,,
SOVEREIGNT,Suriname,1,false,-58.068,1.833,-53.986,6.012,145123.0,145123.0,-58.068,1.833,-53.986,6.012,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Sweden,41,false,11.108,55.342,24.164,69.037,446173.0,440539.0,11.108,55.342,24.164,69.037,2957.38,18.099,56.912,19.086,57.924,1259.69,16.391,56.217,17.125,57.359,321.507,11.406,58.072,11.816,58.292,122.636,11.497,57.935,11.746,58.065
